channel_acq,test_coupon,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,trans_after,revenue_after, prediction_using_neural_network
1.0,0.0,1.0,65.99,1.0,5.0,1.0,0.0,0.0,0.10585961490869522
3.0,0.0,1.0,58.49,6.0,22.0,0.0,0.0,0.0,0.05862420052289963
2.0,1.0,2.0,56.49,0.0,11.0,1.0,0.0,0.0,0.2889845669269562
1.0,1.0,5.0,53.49,2.0,21.0,0.0,0.0,0.0,0.10584909468889236
3.0,0.0,2.0,158.97,1.0,17.0,0.0,0.0,0.0,0.08576001226902008
2.0,1.0,4.0,54.99,6.0,18.0,0.0,0.0,0.0,0.05825838819146156
4.0,1.0,1.0,61.49,1.0,18.0,0.0,0.0,0.0,0.10320807993412018
2.0,0.0,9.0,74.99,1.0,17.0,0.0,1.0,74.99,0.675084114074707
5.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.16745194792747498
3.0,0.0,2.0,69.99,2.0,23.0,1.0,0.0,0.0,0.3286474049091339
3.0,0.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0665065199136734
2.0,0.0,0.0,0.0,5.0,10.0,1.0,0.0,0.0,0.05186685919761658
1.0,0.0,1.0,55.49,1.0,3.0,0.0,0.0,0.0,0.02276201918721199
2.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.04329410940408707
1.0,0.0,2.0,53.99,5.0,3.0,0.0,0.0,0.0,0.012551278807222843
3.0,1.0,3.0,64.49,7.0,25.0,0.0,0.0,0.0,0.1237148642539978
1.0,0.0,1.0,54.99,2.0,16.0,0.0,0.0,0.0,0.01854744739830494
1.0,1.0,2.0,52.99,2.0,25.0,1.0,1.0,42.391999999999996,0.21025142073631287
4.0,1.0,8.0,55.99,4.0,4.0,0.0,0.0,0.0,0.5948275923728943
2.0,0.0,2.0,48.49,5.0,5.0,0.0,0.0,0.0,0.022397032007575035
5.0,0.0,1.0,206.97,5.0,6.0,0.0,0.0,0.0,0.04664135351777077
1.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.009091457352042198
2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.09148159623146057
1.0,0.0,1.0,56.99,2.0,15.0,0.0,0.0,0.0,0.018355468288064003
1.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.009405420161783695
1.0,1.0,6.0,72.49,6.0,2.0,0.0,0.0,0.0,0.05257773771882057
3.0,0.0,7.0,159.98,0.0,14.0,0.0,0.0,0.0,0.5832780599594116
3.0,0.0,2.0,60.99,4.0,24.0,0.0,0.0,0.0,0.09895181655883789
3.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.12828676402568817
2.0,0.0,2.0,119.98,2.0,1.0,0.0,0.0,0.0,0.040162261575460434
1.0,1.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.007356209214776754
3.0,0.0,1.0,128.98,2.0,18.0,1.0,1.0,64.49,0.19861172139644623
2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,34.99,0.0548008531332016
1.0,1.0,8.0,47.49,6.0,18.0,0.0,0.0,0.0,0.27022096514701843
1.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.06986489146947861
3.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.10831691324710846
1.0,1.0,2.0,85.98,5.0,26.0,0.0,0.0,0.0,0.011066209524869919
5.0,0.0,1.0,75.99,0.0,18.0,0.0,0.0,0.0,0.2290039211511612
2.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.026620177552103996
2.0,1.0,2.0,69.49,5.0,18.0,0.0,0.0,0.0,0.019417449831962585
1.0,0.0,1.0,57.99,1.0,22.0,0.0,0.0,0.0,0.024776950478553772
4.0,1.0,2.0,63.99,5.0,4.0,0.0,0.0,0.0,0.05477017164230347
4.0,1.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.077422134578228
1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.03784772753715515
1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0021324502304196358
3.0,0.0,2.0,63.99,5.0,15.0,1.0,0.0,0.0,0.17347636818885803
2.0,1.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.026084503158926964
3.0,0.0,2.0,46.99,7.0,19.0,1.0,0.0,0.0,0.31067630648612976
3.0,1.0,5.0,53.99,0.0,14.0,0.0,0.0,0.0,0.3791879117488861
1.0,0.0,1.0,75.49,3.0,4.0,1.0,0.0,0.0,0.06208915635943413
3.0,0.0,3.0,133.98,4.0,12.0,0.0,0.0,0.0,0.0656362995505333
3.0,0.0,1.0,55.49,0.0,22.0,0.0,0.0,0.0,0.09418662637472153
1.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.04753341153264046
1.0,1.0,0.0,0.0,4.0,13.0,1.0,0.0,0.0,0.04810945689678192
3.0,1.0,1.0,122.98,1.0,15.0,0.0,0.0,0.0,0.05144219100475311
2.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.06769122928380966
4.0,1.0,2.0,64.99,4.0,11.0,0.0,0.0,0.0,0.07298360019922256
1.0,1.0,2.0,203.97,0.0,7.0,1.0,0.0,0.0,0.13001158833503723
1.0,0.0,2.0,133.98,2.0,19.0,0.0,0.0,0.0,0.024408763274550438
3.0,0.0,2.0,199.47,0.0,11.0,0.0,0.0,0.0,0.0965655967593193
3.0,0.0,3.0,139.98,2.0,6.0,0.0,0.0,0.0,0.10406550019979477
4.0,1.0,1.0,67.49,7.0,4.0,1.0,0.0,0.0,0.09524966776371002
5.0,1.0,2.0,52.99,6.0,30.0,0.0,0.0,0.0,0.12671585381031036
2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.08364664018154144
2.0,1.0,1.0,74.99,5.0,16.0,1.0,0.0,0.0,0.05781956762075424
1.0,0.0,3.0,70.99,0.0,2.0,1.0,0.0,0.0,0.17704565823078156
3.0,1.0,4.0,59.99,6.0,9.0,0.0,0.0,0.0,0.06462128460407257
1.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0416986383497715
1.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.04452500864863396
3.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.16844312846660614
3.0,1.0,5.0,67.49,7.0,19.0,0.0,0.0,0.0,0.08092926442623138
3.0,1.0,13.0,50.99,4.0,14.0,0.0,0.0,0.0,0.838432788848877
4.0,0.0,3.0,51.99,6.0,1.0,0.0,0.0,0.0,0.0784129872918129
3.0,0.0,4.0,136.98,3.0,15.0,1.0,0.0,0.0,0.4403371512889862
1.0,1.0,3.0,65.49,5.0,20.0,0.0,0.0,0.0,0.018427491188049316
1.0,1.0,2.0,78.49,5.0,14.0,0.0,0.0,0.0,0.010656330734491348
1.0,0.0,0.0,0.0,1.0,23.0,1.0,0.0,0.0,0.12974493205547333
1.0,0.0,4.0,113.98,2.0,4.0,0.0,0.0,0.0,0.06137404218316078
1.0,0.0,1.0,126.98,3.0,15.0,0.0,0.0,0.0,0.011521044187247753
1.0,1.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.030031610280275345
1.0,1.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0800694078207016
1.0,0.0,2.0,123.98,5.0,8.0,0.0,0.0,0.0,0.010576284490525723
1.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.030563438311219215
3.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,0.08029194176197052
3.0,0.0,3.0,263.96,3.0,17.0,1.0,0.0,0.0,0.25385743379592896
1.0,1.0,1.0,72.99,0.0,2.0,1.0,0.0,0.0,0.10001504421234131
3.0,1.0,1.0,53.49,2.0,8.0,1.0,1.0,42.792,0.20074273645877838
1.0,1.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.019535835832357407
1.0,1.0,9.0,67.99,2.0,21.0,0.0,1.0,54.391999999999996,0.4456425905227661
3.0,1.0,7.0,118.98,1.0,25.0,0.0,1.0,47.592,0.5202714204788208
1.0,1.0,1.0,46.49,7.0,4.0,1.0,0.0,0.0,0.020177176222205162
1.0,1.0,2.0,121.98,0.0,1.0,0.0,0.0,0.0,0.057881150394678116
2.0,1.0,1.0,84.99,5.0,3.0,0.0,0.0,0.0,0.010674947872757912
3.0,1.0,2.0,147.98,4.0,17.0,0.0,0.0,0.0,0.03521466255187988
2.0,1.0,2.0,143.98,6.0,3.0,1.0,0.0,0.0,0.055416129529476166
3.0,1.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.08208032697439194
1.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.039044350385665894
1.0,0.0,2.0,64.49,2.0,5.0,0.0,0.0,0.0,0.027630506083369255
2.0,1.0,1.0,46.99,0.0,14.0,0.0,0.0,0.0,0.04772251099348068
2.0,1.0,5.0,59.49,4.0,15.0,1.0,2.0,95.184,0.37270069122314453
1.0,0.0,5.0,70.99,4.0,17.0,1.0,0.0,0.0,0.2776258885860443
3.0,1.0,11.0,131.98,0.0,21.0,0.0,2.0,105.584,0.905160129070282
3.0,1.0,3.0,57.49,1.0,21.0,0.0,0.0,0.0,0.1517001986503601
1.0,1.0,2.0,299.96,1.0,21.0,0.0,0.0,0.0,0.01757499948143959
1.0,0.0,6.0,34.99,7.0,13.0,0.0,0.0,0.0,0.13653624057769775
1.0,1.0,1.0,155.97,1.0,20.0,0.0,0.0,0.0,0.016136156395077705
1.0,1.0,4.0,58.99,2.0,13.0,0.0,0.0,0.0,0.06427713483572006
3.0,0.0,0.0,0.0,5.0,10.0,1.0,0.0,0.0,0.09774908423423767
1.0,1.0,2.0,108.98,6.0,13.0,1.0,0.0,0.0,0.037286318838596344
3.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.09663903713226318
3.0,0.0,4.0,125.98,4.0,11.0,0.0,0.0,0.0,0.10443253815174103
4.0,0.0,1.0,51.99,3.0,1.0,1.0,0.0,0.0,0.20217181742191315
1.0,0.0,0.0,0.0,3.0,13.0,1.0,0.0,0.0,0.05359121412038803
2.0,0.0,1.0,40.49,1.0,17.0,1.0,0.0,0.0,0.19175997376441956
2.0,1.0,5.0,53.49,5.0,2.0,0.0,0.0,0.0,0.07667416334152222
3.0,0.0,1.0,53.49,4.0,23.0,0.0,0.0,0.0,0.10936407744884491
1.0,1.0,4.0,39.99,4.0,17.0,0.0,0.0,0.0,0.10341344028711319
1.0,1.0,1.0,56.99,2.0,19.0,0.0,0.0,0.0,0.016139457002282143
3.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.14282570779323578
1.0,1.0,0.0,0.0,2.0,16.0,1.0,0.0,0.0,0.09363269060850143
1.0,0.0,11.0,98.98,6.0,27.0,0.0,0.0,0.0,0.43872660398483276
1.0,0.0,6.0,47.99,1.0,6.0,0.0,0.0,0.0,0.21791179478168488
1.0,0.0,1.0,81.98,0.0,20.0,0.0,0.0,0.0,0.030010994523763657
5.0,0.0,8.0,127.98,1.0,14.0,0.0,0.0,0.0,0.8542696833610535
1.0,0.0,2.0,47.49,1.0,13.0,0.0,0.0,0.0,0.03922521322965622
2.0,1.0,12.0,57.49,1.0,8.0,1.0,1.0,45.992,0.9379092454910278
3.0,1.0,3.0,179.97,2.0,21.0,0.0,0.0,0.0,0.08766672015190125
2.0,0.0,2.0,66.99,4.0,4.0,0.0,0.0,0.0,0.02768806926906109
1.0,0.0,0.0,0.0,6.0,11.0,1.0,0.0,0.0,0.020614605396986008
2.0,0.0,1.0,52.99,2.0,2.0,0.0,0.0,0.0,0.030219245702028275
1.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.012730184011161327
4.0,1.0,1.0,95.98,5.0,10.0,1.0,0.0,0.0,0.14772841334342957
1.0,1.0,1.0,63.99,6.0,12.0,0.0,0.0,0.0,0.005149573087692261
1.0,1.0,0.0,0.0,5.0,22.0,1.0,1.0,51.992,0.048217687755823135
1.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.036552589386701584
1.0,0.0,1.0,61.49,1.0,18.0,0.0,0.0,0.0,0.024069858714938164
1.0,0.0,2.0,72.49,4.0,12.0,1.0,0.0,0.0,0.07924406975507736
1.0,0.0,4.0,62.49,3.0,18.0,0.0,0.0,0.0,0.05801130086183548
3.0,1.0,5.0,123.98,1.0,24.0,1.0,5.0,247.96,0.6746849417686462
3.0,0.0,3.0,130.98,6.0,16.0,1.0,1.0,65.49,0.17780299484729767
3.0,0.0,2.0,73.99,5.0,18.0,0.0,0.0,0.0,0.03840809687972069
2.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.009115703403949738
3.0,1.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.10524416714906693
2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.08117351680994034
1.0,1.0,3.0,75.99,5.0,11.0,0.0,0.0,0.0,0.017132297158241272
1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0064018163830041885
3.0,0.0,0.0,0.0,6.0,13.0,1.0,0.0,0.0,0.08123116195201874
2.0,0.0,0.0,0.0,5.0,26.0,0.0,0.0,0.0,0.029485119506716728
1.0,0.0,1.0,62.99,1.0,8.0,0.0,0.0,0.0,0.022840382531285286
2.0,0.0,2.0,58.99,4.0,2.0,0.0,0.0,0.0,0.028032947331666946
1.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0042420364916324615
3.0,0.0,2.0,51.49,0.0,26.0,1.0,0.0,0.0,0.6127238273620605
1.0,1.0,3.0,113.98,5.0,10.0,0.0,0.0,0.0,0.015339134261012077
1.0,0.0,9.0,54.99,3.0,11.0,1.0,1.0,54.99,0.7842564582824707
3.0,1.0,2.0,54.99,4.0,23.0,0.0,0.0,0.0,0.12819847464561462
1.0,1.0,1.0,42.99,1.0,12.0,0.0,0.0,0.0,0.021238403394818306
2.0,1.0,5.0,209.97,1.0,13.0,0.0,0.0,0.0,0.14461250603199005
1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.04231925681233406
1.0,0.0,1.0,138.98,7.0,22.0,0.0,0.0,0.0,0.0038710085209459066
1.0,1.0,0.0,0.0,5.0,26.0,0.0,0.0,0.0,0.01830778457224369
1.0,1.0,2.0,47.99,4.0,10.0,0.0,0.0,0.0,0.01492540817707777
3.0,1.0,5.0,58.99,4.0,3.0,0.0,0.0,0.0,0.15968403220176697
1.0,1.0,2.0,55.49,5.0,12.0,0.0,1.0,44.391999999999996,0.011253757402300835
1.0,1.0,3.0,47.49,7.0,13.0,1.0,1.0,37.992,0.05402044951915741
5.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,42.99,0.39461302757263184
2.0,0.0,3.0,53.99,0.0,12.0,0.0,0.0,0.0,0.13077084720134735
1.0,1.0,1.0,61.49,6.0,13.0,0.0,0.0,0.0,0.005211496260017157
1.0,1.0,5.0,63.99,6.0,16.0,0.0,0.0,0.0,0.036008480936288834
1.0,0.0,4.0,60.99,1.0,1.0,1.0,0.0,0.0,0.2125346064567566
3.0,0.0,8.0,127.98,5.0,13.0,1.0,1.0,63.99,0.7654539942741394
1.0,0.0,3.0,70.49,5.0,19.0,1.0,0.0,0.0,0.09992925077676773
1.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.05401776731014252
3.0,1.0,4.0,59.99,3.0,15.0,1.0,1.0,47.992,0.4569174349308014
1.0,1.0,2.0,61.99,4.0,4.0,0.0,0.0,0.0,0.013940581120550632
3.0,0.0,1.0,59.99,2.0,18.0,0.0,0.0,0.0,0.05490987002849579
1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.009383464232087135
1.0,1.0,7.0,40.49,1.0,7.0,1.0,0.0,0.0,0.6532096862792969
3.0,0.0,1.0,97.98,4.0,13.0,0.0,0.0,0.0,0.028546134009957314
2.0,0.0,16.0,62.99,6.0,19.0,1.0,1.0,62.99,0.9646418690681458
2.0,0.0,5.0,64.49,1.0,4.0,1.0,0.0,0.0,0.4411446750164032
1.0,0.0,3.0,112.98,1.0,10.0,0.0,0.0,0.0,0.051694996654987335
4.0,1.0,7.0,61.49,2.0,8.0,0.0,0.0,0.0,0.6102985739707947
3.0,1.0,1.0,147.98,2.0,19.0,0.0,0.0,0.0,0.037681836634874344
4.0,0.0,1.0,64.99,4.0,3.0,0.0,0.0,0.0,0.05118625611066818
1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.11086361110210419
1.0,0.0,1.0,144.98,5.0,3.0,1.0,0.0,0.0,0.03029317408800125
2.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.08187805116176605
4.0,0.0,2.0,102.98,4.0,8.0,0.0,0.0,0.0,0.0749303475022316
3.0,0.0,0.0,0.0,6.0,12.0,1.0,0.0,0.0,0.07871005684137344
3.0,1.0,1.0,62.99,1.0,8.0,0.0,0.0,0.0,0.058444760739803314
3.0,0.0,1.0,54.49,2.0,15.0,0.0,0.0,0.0,0.05494724586606026
1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.023198382928967476
3.0,0.0,2.0,70.99,0.0,21.0,0.0,0.0,0.0,0.1390514373779297
1.0,1.0,6.0,64.49,4.0,19.0,0.0,0.0,0.0,0.09663037955760956
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.024525707587599754
3.0,1.0,0.0,0.0,6.0,15.0,1.0,0.0,0.0,0.10322580486536026
1.0,1.0,3.0,277.96,4.0,12.0,0.0,0.0,0.0,0.01285647228360176
1.0,1.0,1.0,97.98,7.0,3.0,0.0,0.0,0.0,0.003405108116567135
4.0,0.0,5.0,76.99,4.0,17.0,0.0,1.0,76.99,0.2833550274372101
1.0,1.0,5.0,117.98,6.0,16.0,0.0,0.0,0.0,0.031068215146660805
1.0,0.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,0.03040234185755253
2.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.017295410856604576
3.0,0.0,7.0,50.99,1.0,20.0,0.0,0.0,0.0,0.5182082653045654
3.0,1.0,4.0,45.99,4.0,16.0,0.0,0.0,0.0,0.15207281708717346
3.0,0.0,0.0,0.0,6.0,23.0,0.0,0.0,0.0,0.03843959793448448
3.0,1.0,1.0,56.99,0.0,15.0,0.0,0.0,0.0,0.07921164482831955
3.0,1.0,1.0,65.99,4.0,15.0,0.0,0.0,0.0,0.02718283236026764
1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.039746031165122986
2.0,0.0,1.0,199.47,4.0,21.0,0.0,0.0,0.0,0.012888995930552483
1.0,0.0,1.0,52.99,1.0,15.0,1.0,0.0,0.0,0.11430143564939499
1.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.01762004755437374
1.0,0.0,1.0,60.99,0.0,6.0,0.0,0.0,0.0,0.02972497045993805
1.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.00851425714790821
4.0,0.0,3.0,64.99,2.0,4.0,0.0,0.0,0.0,0.1998894065618515
3.0,0.0,2.0,43.99,5.0,22.0,0.0,0.0,0.0,0.15891684591770172
1.0,1.0,5.0,89.98,1.0,13.0,1.0,0.0,0.0,0.4118904769420624
3.0,0.0,6.0,90.99,0.0,11.0,1.0,0.0,0.0,0.7992069125175476
4.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,0.21271903812885284
2.0,1.0,7.0,135.98,4.0,3.0,0.0,1.0,54.391999999999996,0.1879015564918518
2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.05110150948166847
3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.032679855823516846
3.0,1.0,1.0,76.49,4.0,25.0,0.0,0.0,0.0,0.02771018259227276
1.0,0.0,1.0,247.96,7.0,15.0,1.0,0.0,0.0,0.014098446816205978
2.0,0.0,5.0,50.99,2.0,8.0,1.0,0.0,0.0,0.5421484708786011
4.0,0.0,5.0,64.99,6.0,29.0,0.0,0.0,0.0,0.5956325531005859
1.0,0.0,0.0,0.0,3.0,18.0,1.0,0.0,0.0,0.06280273199081421
1.0,0.0,1.0,72.49,7.0,2.0,0.0,0.0,0.0,0.004230349790304899
2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.11586133390665054
1.0,0.0,3.0,52.49,4.0,15.0,0.0,0.0,0.0,0.028255166485905647
3.0,0.0,3.0,49.99,3.0,12.0,0.0,0.0,0.0,0.1049446165561676
2.0,0.0,1.0,52.99,2.0,6.0,0.0,0.0,0.0,0.030804315581917763
2.0,1.0,2.0,111.98,0.0,20.0,1.0,1.0,44.792,0.26644399762153625
1.0,1.0,1.0,64.49,5.0,17.0,0.0,0.0,0.0,0.0069254422560334206
3.0,1.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.08739419281482697
2.0,0.0,1.0,42.99,7.0,20.0,0.0,0.0,0.0,0.030018946155905724
1.0,1.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.04035058990120888
3.0,1.0,1.0,49.99,0.0,21.0,0.0,0.0,0.0,0.08289537578821182
1.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.01192685030400753
3.0,0.0,0.0,0.0,7.0,24.0,0.0,0.0,0.0,0.029562145471572876
3.0,1.0,3.0,190.47,2.0,5.0,0.0,0.0,0.0,0.07934512943029404
1.0,0.0,4.0,111.98,2.0,10.0,0.0,0.0,0.0,0.06344076246023178
2.0,1.0,2.0,57.99,6.0,13.0,1.0,0.0,0.0,0.07288119941949844
3.0,0.0,1.0,53.49,7.0,2.0,1.0,0.0,0.0,0.06695420295000076
1.0,1.0,1.0,119.98,7.0,15.0,0.0,1.0,47.992,0.0033953553065657616
1.0,0.0,3.0,61.99,3.0,5.0,1.0,0.0,0.0,0.1552930623292923
5.0,0.0,3.0,60.49,2.0,12.0,1.0,0.0,0.0,0.7057166695594788
4.0,0.0,0.0,0.0,5.0,18.0,1.0,0.0,0.0,0.2201111614704132
1.0,0.0,1.0,115.98,4.0,3.0,0.0,0.0,0.0,0.008535182103514671
1.0,1.0,2.0,55.99,7.0,1.0,1.0,0.0,0.0,0.0312079768627882
1.0,1.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,0.07516425848007202
2.0,1.0,1.0,47.49,0.0,24.0,1.0,1.0,37.992,0.3119535446166992
3.0,1.0,0.0,0.0,1.0,20.0,1.0,0.0,0.0,0.3870582580566406
5.0,1.0,4.0,64.99,2.0,5.0,0.0,1.0,51.992,0.3822733163833618
3.0,1.0,1.0,148.98,5.0,11.0,1.0,1.0,59.592,0.07862698286771774
1.0,0.0,1.0,54.99,2.0,1.0,1.0,0.0,0.0,0.0833875834941864
3.0,0.0,1.0,129.98,1.0,6.0,0.0,0.0,0.0,0.05582481995224953
2.0,0.0,0.0,0.0,1.0,29.0,1.0,0.0,0.0,0.2213088721036911
3.0,1.0,3.0,64.49,1.0,21.0,0.0,0.0,0.0,0.1491701453924179
1.0,1.0,2.0,41.99,1.0,15.0,0.0,0.0,0.0,0.034767959266901016
5.0,0.0,7.0,48.99,2.0,21.0,1.0,2.0,97.98,0.9402686357498169
3.0,1.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.12225056439638138
1.0,1.0,3.0,57.99,4.0,20.0,0.0,0.0,0.0,0.024618258699774742
2.0,0.0,4.0,67.99,7.0,22.0,0.0,0.0,0.0,0.03748280555009842
1.0,1.0,0.0,0.0,6.0,20.0,1.0,0.0,0.0,0.033660199493169785
5.0,1.0,9.0,129.98,1.0,3.0,1.0,1.0,51.992,0.8498749732971191
3.0,0.0,1.0,65.99,4.0,15.0,0.0,0.0,0.0,0.031464822590351105
4.0,1.0,0.0,0.0,1.0,10.0,1.0,1.0,56.391999999999996,0.4313449263572693
1.0,1.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,0.11582762748003006
3.0,0.0,6.0,75.99,5.0,8.0,0.0,0.0,0.0,0.21100886166095734
3.0,0.0,2.0,96.98,6.0,27.0,0.0,0.0,0.0,0.028871681541204453
2.0,0.0,1.0,75.99,2.0,25.0,0.0,0.0,0.0,0.031679242849349976
1.0,0.0,1.0,47.99,4.0,16.0,1.0,0.0,0.0,0.054539844393730164
2.0,1.0,3.0,74.49,2.0,7.0,0.0,0.0,0.0,0.06433964520692825
2.0,0.0,8.0,64.49,4.0,7.0,0.0,0.0,0.0,0.3539060652256012
1.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.009310017339885235
4.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.11979814618825912
4.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.5205214023590088
3.0,0.0,1.0,143.98,2.0,24.0,0.0,1.0,71.99,0.045069362968206406
1.0,0.0,1.0,59.99,5.0,15.0,1.0,0.0,0.0,0.0404505580663681
1.0,1.0,5.0,45.49,5.0,3.0,1.0,0.0,0.0,0.20119531452655792
1.0,0.0,1.0,45.99,0.0,14.0,0.0,0.0,0.0,0.03218270093202591
1.0,0.0,2.0,59.49,3.0,17.0,0.0,0.0,0.0,0.02270727977156639
2.0,0.0,1.0,113.98,1.0,14.0,0.0,0.0,0.0,0.03533302620053291
2.0,1.0,0.0,0.0,7.0,32.0,0.0,0.0,0.0,0.024006756022572517
1.0,0.0,1.0,69.99,1.0,26.0,1.0,0.0,0.0,0.114942766726017
5.0,0.0,0.0,0.0,5.0,24.0,0.0,0.0,0.0,0.18056921660900116
1.0,1.0,6.0,60.49,2.0,14.0,0.0,0.0,0.0,0.1545792669057846
1.0,0.0,6.0,51.99,0.0,13.0,0.0,0.0,0.0,0.27292877435684204
1.0,0.0,3.0,60.49,1.0,11.0,0.0,0.0,0.0,0.05975254252552986
4.0,0.0,3.0,86.99,6.0,11.0,1.0,0.0,0.0,0.2956821024417877
1.0,1.0,9.0,42.99,5.0,13.0,0.0,0.0,0.0,0.22481493651866913
1.0,0.0,1.0,61.99,7.0,13.0,0.0,0.0,0.0,0.004599737003445625
1.0,0.0,1.0,51.99,5.0,11.0,1.0,0.0,0.0,0.04056112468242645
4.0,0.0,1.0,71.99,0.0,25.0,0.0,0.0,0.0,0.15037038922309875
1.0,0.0,2.0,64.99,0.0,19.0,0.0,0.0,0.0,0.05004561319947243
5.0,1.0,3.0,66.49,4.0,14.0,0.0,0.0,0.0,0.18568143248558044
2.0,0.0,1.0,48.99,1.0,7.0,1.0,1.0,48.99,0.18062752485275269
3.0,0.0,2.0,71.49,2.0,17.0,1.0,1.0,71.49,0.3212093710899353
1.0,0.0,2.0,115.98,5.0,12.0,0.0,0.0,0.0,0.011029355227947235
3.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.319397896528244
1.0,0.0,0.0,0.0,4.0,18.0,1.0,0.0,0.0,0.047023314982652664
3.0,0.0,0.0,0.0,6.0,17.0,1.0,0.0,0.0,0.09206616133451462
1.0,1.0,3.0,113.98,0.0,12.0,0.0,0.0,0.0,0.058514416217803955
1.0,0.0,3.0,79.99,1.0,17.0,0.0,0.0,0.0,0.058337144553661346
3.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.045959413051605225
3.0,1.0,4.0,128.98,1.0,13.0,0.0,0.0,0.0,0.186348095536232
3.0,0.0,1.0,58.99,1.0,16.0,0.0,0.0,0.0,0.07057541608810425
1.0,0.0,2.0,123.98,4.0,18.0,1.0,1.0,61.99,0.07118634879589081
1.0,0.0,1.0,61.99,4.0,5.0,0.0,0.0,0.0,0.010026795789599419
