id,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,minority,non_male,state
Next_4532,1,1,77.99,1,14,0,0,1,10
Next_4533,2,2,110.98,0,13,0,0,0,5
Next_4534,2,3,98.98,7,13,1,0,0,10
Next_4535,2,0,0,3,5,0,0,0,1
Next_4536,1,4,188.97,0,27,0,1,1,10
Next_4537,2,1,60.99,5,4,1,0,0,9
Next_4538,1,0,0,4,25,0,0,1,3
Next_4539,3,4,123.98,5,20,1,0,1,4
Next_4540,1,3,62.99,0,21,0,1,1,3
Next_4541,2,0,0,0,14,0,0,0,1
Next_4542,2,3,46.99,4,2,0,0,0,6
Next_4543,5,0,0,6,9,0,0,0,2
Next_4544,1,4,59.99,3,11,0,1,1,7
Next_4545,4,1,91.98,4,13,1,0,1,3
Next_4546,1,8,209.97,4,17,0,1,0,10
Next_4547,1,1,65.99,4,14,0,0,1,5
Next_4548,2,2,64.99,0,19,0,0,1,3
Next_4549,3,0,0,6,24,0,0,1,1
Next_4550,2,6,133.98,5,15,1,0,0,2
Next_4551,1,3,123.98,2,24,0,1,1,7
Next_4552,3,0,0,0,18,1,0,1,4
Next_4553,1,0,0,1,26,1,1,1,3
Next_4554,1,2,70.99,4,28,0,0,1,2
Next_4555,3,1,65.99,6,23,0,0,1,3
Next_4556,1,1,101.98,0,5,0,1,0,3
Next_4557,1,0,0,5,23,0,1,0,3
Next_4558,1,3,53.49,0,4,0,0,0,3
Next_4559,1,1,62.99,3,19,0,0,0,3
Next_4560,2,2,47.99,1,21,0,0,1,1
Next_4561,1,0,0,5,1,0,1,0,7
Next_4562,2,4,67.49,0,7,1,0,0,4
Next_4563,3,0,0,5,21,0,0,1,1
Next_4564,1,2,65.99,2,7,1,1,0,10
Next_4565,1,1,66.49,1,10,1,1,0,7
Next_4566,3,1,61.99,6,13,0,0,1,9
Next_4567,2,1,67.99,5,3,0,0,0,2
Next_4568,3,0,0,1,13,0,0,1,2
Next_4569,1,2,137.97,7,19,1,1,1,7
Next_4570,3,1,67.99,3,12,0,0,0,2
Next_4571,3,1,243.96,5,15,0,0,1,8
Next_4572,1,1,67.99,7,12,0,1,0,7
Next_4573,3,3,59.99,2,10,1,0,1,7
Next_4574,1,1,48.49,3,19,0,0,1,5
Next_4575,4,1,62.49,7,4,0,0,0,2
Next_4576,2,2,64.99,1,8,1,0,0,6
Next_4577,2,1,79.99,4,6,0,1,0,3
Next_4578,2,1,57.99,4,14,0,0,1,1
Next_4579,3,0,0,6,19,0,0,1,1
Next_4580,1,2,57.99,4,10,0,0,1,3
Next_4581,3,0,0,2,17,1,0,1,2
Next_4582,3,6,67.99,5,2,1,0,0,4
Next_4583,1,0,0,5,11,0,1,1,7
Next_4584,1,0,0,1,2,1,1,0,10
Next_4585,1,2,48.49,3,19,0,0,0,2
Next_4586,3,1,45.99,0,3,0,0,0,2
Next_4587,1,1,97.98,5,12,0,1,0,3
Next_4588,2,3,181.47,2,14,0,0,1,7
Next_4589,2,0,0,0,9,1,0,0,7
Next_4590,1,6,59.99,6,26,0,0,1,6
Next_4591,2,1,49.99,0,16,1,0,1,2
Next_4592,2,2,61.49,5,5,1,0,0,5
Next_4593,1,4,50.49,0,15,1,0,1,9
Next_4594,3,0,0,4,9,0,0,0,4
Next_4595,3,4,58.99,5,14,0,1,1,3
Next_4596,2,4,78.99,0,10,0,0,0,5
Next_4597,3,3,55.49,5,17,1,1,1,3
Next_4598,1,0,0,7,4,0,0,0,3
Next_4599,1,0,0,1,9,0,0,1,3
Next_4600,1,0,0,1,18,0,1,1,3
Next_4601,1,1,70.49,4,15,0,0,0,3
Next_4602,1,1,53.99,1,5,0,1,0,3
Next_4603,3,4,67.99,7,17,0,1,1,7
Next_4604,1,2,60.49,2,10,0,1,0,3
Next_4605,3,0,0,2,23,1,0,1,6
Next_4606,2,9,63.99,0,2,0,0,0,3
Next_4607,1,1,55.49,4,24,0,0,1,3
Next_4608,1,1,80.99,5,29,0,0,1,1
Next_4609,1,5,69.49,4,1,1,0,0,7
Next_4610,3,8,132.98,5,22,1,0,1,3
Next_4611,2,0,0,4,15,0,0,1,2
Next_4612,2,0,0,5,10,0,0,0,6
Next_4613,4,1,107.98,0,15,1,0,0,6
Next_4614,1,1,131.98,7,15,1,0,1,10
Next_4615,1,2,51.49,0,9,0,1,0,3
Next_4616,2,1,73.99,1,27,0,0,1,9
Next_4617,3,2,131.98,1,1,0,0,0,5
Next_4618,1,4,58.99,4,15,0,1,0,10
Next_4619,1,0,0,4,5,1,1,0,7
Next_4620,1,5,66.99,0,22,0,0,1,2
Next_4621,2,3,60.49,4,2,0,0,0,3
Next_4622,1,3,194.97,0,16,0,1,1,7
Next_4623,3,2,59.99,4,1,1,0,0,4
Next_4624,1,4,61.99,5,14,0,1,0,3
Next_4625,1,4,50.49,5,19,0,1,0,7
Next_4626,3,4,50.49,1,17,0,0,1,3
Next_4627,4,13,57.49,4,16,0,0,1,3
Next_4628,2,2,127.98,0,11,0,0,0,1
Next_4629,3,1,42.99,5,7,1,0,0,7
Next_4630,1,2,56.99,4,22,0,1,1,7
Next_4631,1,2,54.49,6,7,0,1,0,10
Next_4632,1,2,151.98,5,11,0,0,1,7
Next_4633,2,3,60.99,6,24,0,0,1,5
Next_4634,1,1,58.99,6,11,1,0,0,2
Next_4635,2,4,263.96,5,26,0,0,1,7
Next_4636,1,0,0,0,22,0,1,1,3
Next_4637,2,0,0,1,20,0,0,1,4
Next_4638,4,0,0,2,19,0,0,1,5
Next_4639,2,1,60.99,6,19,0,0,1,7
Next_4640,4,1,218.97,5,9,1,0,0,5
Next_4641,1,0,0,3,1,1,0,0,4
Next_4642,3,2,61.99,4,16,0,0,1,7
Next_4643,1,0,0,5,17,0,1,1,3
Next_4644,3,0,0,6,19,0,0,1,2
Next_4645,1,1,150.98,0,14,0,0,1,6
Next_4646,1,0,0,6,12,0,0,1,2
Next_4647,2,4,242.97,5,20,0,0,1,7
Next_4648,2,0,0,5,11,1,0,1,1
Next_4649,2,2,52.99,6,13,0,0,0,5
Next_4650,3,0,0,2,18,0,0,1,6
Next_4651,2,4,52.99,2,19,0,0,1,3
Next_4652,3,3,200.97,1,20,0,0,1,7
Next_4653,1,6,36.99,7,23,0,0,1,2
Next_4654,2,0,0,2,10,0,0,0,1
Next_4655,3,1,73.49,2,9,0,0,0,7
Next_4656,1,2,73.49,1,22,0,1,1,7
Next_4657,3,0,0,4,8,1,0,0,10
Next_4658,2,0,0,7,2,1,0,0,1
Next_4659,3,7,75.99,2,25,0,0,1,4
Next_4660,1,1,57.99,3,17,0,0,0,5
Next_4661,1,1,54.49,7,1,0,1,0,3
Next_4662,1,2,227.97,4,2,1,0,0,5
Next_4663,1,0,0,4,13,0,0,0,7
Next_4664,1,1,111.98,5,9,0,1,0,10
Next_4665,2,7,136.98,1,1,0,0,0,1
Next_4666,1,1,55.99,7,9,1,0,0,5
Next_4667,1,3,230.97,5,13,0,0,0,4
Next_4668,1,2,70.99,5,15,1,1,1,3
Next_4669,3,3,50.99,6,18,1,1,1,3
Next_4670,3,1,61.49,7,24,0,1,1,7
Next_4671,3,3,72.49,5,20,0,0,1,7
Next_4672,5,1,63.99,1,29,1,0,1,8
Next_4673,3,0,0,7,16,0,1,0,7
Next_4674,2,0,0,4,12,0,0,1,5
Next_4675,4,5,111.98,1,9,0,0,1,3
Next_4676,3,1,79.99,6,20,0,0,1,2
Next_4677,1,0,0,2,1,0,1,0,10
Next_4678,1,6,191.97,1,14,0,0,1,1
Next_4679,1,4,72.49,5,16,0,1,1,3
Next_4680,1,6,60.49,4,13,0,1,1,3
Next_4681,3,1,126.98,5,10,0,0,1,4
Next_4682,3,5,55.99,6,14,0,0,1,3
Next_4683,3,1,64.49,5,3,1,0,0,1
Next_4684,1,0,0,0,1,0,0,0,5
Next_4685,1,4,41.99,4,18,0,0,1,1
Next_4686,2,5,61.99,6,12,0,0,1,7
Next_4687,3,0,0,1,18,0,0,1,1
Next_4688,2,0,0,5,7,0,1,1,7
Next_4689,3,0,0,5,17,0,0,1,3
Next_4690,2,0,0,3,19,0,0,1,1
Next_4691,1,1,62.49,6,16,0,0,1,8
Next_4692,2,0,0,1,27,1,0,1,4
Next_4693,1,0,0,4,12,0,1,1,7
Next_4694,1,4,41.99,2,4,0,1,0,3
Next_4695,2,4,76.49,5,27,0,0,1,6
Next_4696,3,0,0,1,14,0,1,0,3
Next_4697,1,2,51.49,4,10,0,0,1,4
Next_4698,3,1,112.98,0,18,0,0,1,2
Next_4699,5,2,179.97,1,22,0,0,1,5
Next_4700,4,0,0,2,20,0,0,1,7
Next_4701,3,0,0,0,22,0,0,1,1
Next_4702,3,1,61.49,6,18,0,0,1,1
Next_4703,1,6,61.99,2,20,1,1,1,7
Next_4704,4,0,0,1,10,0,0,1,4
Next_4705,1,5,209.97,2,16,1,0,1,5
Next_4706,1,2,105.98,4,21,1,1,1,7
Next_4707,1,0,0,1,18,0,0,1,10
Next_4708,1,7,170.97,2,21,0,1,1,3
Next_4709,2,5,56.99,5,22,0,0,1,7
Next_4710,4,4,91.99,1,2,1,0,0,3
Next_4711,1,1,185.97,0,12,1,1,1,3
Next_4712,1,3,202.47,5,23,0,1,1,7
Next_4713,2,2,203.96,0,17,0,0,1,1
Next_4714,1,1,59.49,5,28,0,0,1,3
Next_4715,1,4,89.98,3,19,0,0,0,5
Next_4716,3,0,0,0,14,0,0,0,3
Next_4717,1,0,0,6,16,0,0,1,6
Next_4718,3,1,53.99,7,18,0,0,1,1
Next_4719,5,13,60.99,4,10,0,0,0,7
Next_4720,1,2,63.49,4,6,1,0,0,6
Next_4721,3,0,0,4,21,0,0,1,3
Next_4722,1,0,0,5,18,0,1,1,3
Next_4723,1,0,0,1,16,0,0,0,1
Next_4724,3,1,44.99,7,17,0,0,1,1
Next_4725,4,6,153.98,6,9,1,0,1,2
Next_4726,3,1,182.97,5,1,0,0,0,4
Next_4727,3,0,0,0,20,0,0,1,2
Next_4728,1,3,51.99,0,9,1,0,0,4
Next_4729,1,1,68.99,3,11,0,1,1,7
Next_4730,1,2,64.99,4,17,0,0,1,6
Next_4731,1,3,52.49,4,12,1,0,1,2
Next_4732,3,1,139.98,1,12,0,0,0,3
Next_4733,1,1,37.99,4,27,0,0,1,1
Next_4734,5,1,139.98,6,18,0,0,1,1
Next_4735,3,3,78.49,1,5,1,0,0,4
Next_4736,2,1,60.49,2,18,0,1,0,10
Next_4737,3,1,51.99,2,15,0,0,1,2
Next_4738,1,1,123.98,5,22,0,1,1,3
Next_4739,3,1,47.49,2,15,0,0,0,2
Next_4740,1,0,0,0,13,0,0,1,8
Next_4741,3,0,0,5,16,1,1,1,10
Next_4742,3,1,141.98,3,10,0,0,0,3
Next_4743,1,1,46.49,2,29,0,1,1,3
Next_4744,1,8,61.99,0,27,0,1,1,7
Next_4745,1,2,51.99,1,14,0,1,1,7
Next_4746,1,0,0,0,3,0,1,0,3
Next_4747,3,1,203.97,1,24,1,0,1,2
Next_4748,1,1,65.49,5,8,1,0,0,3
Next_4749,3,1,58.49,6,24,1,0,1,1
Next_4750,2,8,139.98,6,20,1,0,1,8
Next_4751,1,1,66.99,1,15,1,0,0,2
Next_4752,1,1,55.99,0,18,1,0,1,5
Next_4753,1,1,65.99,7,16,0,0,1,4
Next_4754,1,2,65.99,2,17,0,0,1,2
Next_4755,2,0,0,3,10,1,1,0,10
Next_4756,1,0,0,5,15,0,1,1,3
Next_4757,2,5,49.99,2,13,0,0,0,4
Next_4758,3,2,53.49,2,18,1,0,1,7
Next_4759,2,0,0,1,5,0,0,0,1
Next_4760,1,0,0,1,14,0,0,0,2
Next_4761,3,1,59.99,4,21,0,0,1,2
Next_4762,1,3,50.49,5,15,0,0,1,2
Next_4763,1,2,67.49,7,8,0,0,0,6
Next_4764,3,0,0,0,13,0,0,1,2
Next_4765,2,2,145.98,6,2,0,0,0,1
Next_4766,1,0,0,5,17,1,1,0,3
Next_4767,2,0,0,0,14,1,0,1,5
Next_4768,2,0,0,2,1,0,0,0,2
Next_4769,1,1,197.97,0,24,0,1,1,3
Next_4770,2,3,70.99,5,28,1,0,1,6
Next_4771,1,1,41.99,7,3,1,0,0,4
Next_4772,1,0,0,0,24,1,1,1,3
Next_4773,3,0,0,3,6,0,0,0,7
Next_4774,2,0,0,6,15,0,0,0,5
Next_4775,3,0,0,0,25,0,0,1,3
Next_4776,1,1,61.99,5,13,0,1,1,3
Next_4777,4,0,0,2,4,0,0,0,3
Next_4778,1,1,104.98,6,12,0,1,1,3
Next_4779,3,3,71.99,4,17,0,0,1,5
Next_4780,1,4,218.97,3,7,0,0,1,5
Next_4781,1,3,191.97,1,7,1,1,0,7
Next_4782,1,3,64.99,6,14,0,0,0,2
Next_4783,3,1,77.99,5,23,0,0,1,3
Next_4784,3,3,62.49,4,17,1,0,0,1
Next_4785,1,0,0,5,3,0,1,0,3
Next_4786,3,2,49.99,2,18,0,0,1,1
Next_4787,1,1,50.99,5,17,0,0,1,10
Next_4788,3,3,265.96,6,19,0,0,1,5
Next_4789,1,0,0,1,24,0,0,1,3
Next_4790,2,3,107.98,4,8,0,1,0,7
Next_4791,3,1,57.99,5,19,0,0,0,3
Next_4792,2,0,0,2,10,0,0,1,7
Next_4793,1,3,66.49,6,15,0,0,1,4
Next_4794,1,1,188.97,5,7,0,1,1,10
Next_4795,1,5,44.49,4,13,0,0,0,5
Next_4796,2,1,46.49,1,6,1,0,0,4
Next_4797,1,9,49.49,5,12,0,1,1,3
Next_4798,2,1,57.49,0,12,0,1,1,10
Next_4799,1,0,0,2,12,1,0,0,3
Next_4800,3,0,0,0,19,0,0,1,3
Next_4801,2,1,103.98,3,3,0,0,0,2
Next_4802,4,3,49.49,0,18,0,0,0,4
Next_4803,3,0,0,6,18,0,0,1,6
Next_4804,2,1,135.98,3,6,0,0,0,1
Next_4805,3,0,0,5,19,1,0,1,1
Next_4806,1,8,47.49,7,20,0,1,1,3
Next_4807,3,4,126.98,2,17,0,0,1,6
Next_4808,1,3,55.99,5,12,1,0,0,7
Next_4809,1,6,54.49,4,4,1,1,0,3
Next_4810,2,8,129.98,4,8,0,0,0,1
Next_4811,3,8,65.99,1,13,0,0,0,5
Next_4812,3,1,75.99,5,15,0,0,1,5
Next_4813,3,0,0,4,17,0,0,1,7
Next_4814,2,0,0,1,12,0,0,0,2
Next_4815,3,3,54.99,1,18,0,1,0,3
Next_4816,3,4,54.99,0,15,0,0,1,1
Next_4817,2,1,113.98,1,16,0,0,1,5
Next_4818,2,1,115.98,3,1,0,0,0,3
Next_4819,3,3,141.98,6,11,0,0,0,10
Next_4820,3,0,0,2,14,0,0,0,6
Next_4821,1,0,0,4,3,1,1,0,10
Next_4822,1,0,0,0,23,0,1,1,3
Next_4823,4,1,191.97,4,11,1,0,0,2
Next_4824,4,1,51.99,4,12,1,0,0,6
Next_4825,3,0,0,2,15,0,0,1,5
Next_4826,4,4,119.98,6,8,0,0,0,5
Next_4827,1,3,191.97,4,15,0,1,1,7
Next_4828,1,12,66.49,5,21,1,1,0,7
Next_4829,1,4,71.99,1,21,0,1,1,7
Next_4830,1,1,50.49,4,9,1,0,0,8
Next_4831,3,0,0,6,23,0,0,1,2
Next_4832,1,7,66.99,2,14,0,0,0,6
Next_4833,2,4,65.99,5,12,1,0,0,3
Next_4834,3,1,64.49,6,14,1,0,1,1
Next_4835,3,2,55.99,4,13,0,0,0,6
Next_4836,3,2,61.49,6,21,0,0,1,2
Next_4837,1,7,57.99,1,4,0,0,0,6
Next_4838,2,5,68.99,1,4,1,0,0,4
Next_4839,1,1,82.99,1,15,0,0,1,3
Next_4840,1,2,59.99,5,17,0,0,1,5
Next_4841,1,1,69.49,0,30,1,1,1,3
Next_4842,3,1,62.49,2,8,1,0,1,4
Next_4843,3,4,135.98,2,18,1,0,1,1
Next_4844,2,1,60.99,5,22,1,0,1,1
Next_4845,3,1,62.99,4,19,0,0,1,1
Next_4846,2,0,0,2,3,0,0,0,7
Next_4847,3,3,115.98,2,22,0,0,1,5
Next_4848,3,0,0,2,5,0,0,0,4
Next_4849,5,6,59.99,1,18,0,0,1,4
Next_4850,5,0,0,1,3,0,0,0,3
Next_4851,3,4,72.99,4,9,0,0,1,5
Next_4852,1,0,0,0,5,1,1,0,3
Next_4853,1,0,0,2,20,0,0,1,2
Next_4854,1,4,61.99,4,3,0,0,0,5
Next_4855,1,1,205.47,0,22,0,1,1,3
Next_4856,1,2,209.96,4,16,0,1,0,10
Next_4857,3,0,0,7,12,0,0,1,7
Next_4858,1,0,0,7,4,0,0,0,6
Next_4859,2,0,0,4,7,0,0,0,1
Next_4860,3,1,194.97,5,6,0,0,0,3
Next_4861,2,0,0,7,27,0,0,1,1
Next_4862,2,0,0,7,1,1,0,0,1
Next_4863,1,3,63.98,4,20,0,1,1,3
Next_4864,3,3,158.97,1,13,0,0,1,7
Next_4865,3,0,0,5,2,1,0,0,1
Next_4866,1,1,122.98,7,18,0,1,1,3
Next_4867,3,0,0,4,4,0,0,1,1
Next_4868,1,0,0,1,14,1,0,0,2
Next_4869,1,1,53.49,5,14,1,1,1,3
Next_4870,2,0,0,4,17,0,0,1,3
Next_4871,3,2,56.99,5,17,0,0,1,1
Next_4872,3,1,73.99,5,8,0,0,0,2
Next_4873,1,2,74.49,4,11,1,0,0,5
Next_4874,4,0,0,1,18,0,0,1,10
Next_4875,3,0,0,7,18,1,0,1,3
Next_4876,1,2,114.98,0,11,0,0,0,1
Next_4877,1,1,58.99,6,3,1,0,0,9
Next_4878,1,19,157.47,0,22,0,0,1,6
Next_4879,3,0,0,1,14,1,0,1,5
Next_4880,3,1,65.99,5,13,0,0,1,1
Next_4881,4,1,67.49,2,7,1,0,0,4
Next_4882,1,2,56.99,1,10,0,1,1,3
Next_4883,1,4,70.99,5,5,0,0,0,1
Next_4884,1,2,152.97,7,7,1,1,0,3
Next_4885,3,3,68.99,4,12,0,0,0,4
Next_4886,1,3,54.99,1,23,0,0,1,5
Next_4887,4,0,0,2,10,0,0,0,3
Next_4888,3,1,159.98,1,3,0,0,0,3
Next_4889,3,1,67.99,0,14,1,0,0,4
Next_4890,3,2,59.99,1,20,0,0,1,3
Next_4891,2,4,64.99,5,9,0,0,1,4
Next_4892,1,1,64.49,5,19,0,0,0,4
Next_4893,1,1,61.99,6,4,0,0,0,4
Next_4894,1,1,63.99,1,2,0,0,0,7
Next_4895,3,1,52.99,4,27,0,0,1,6
Next_4896,1,0,0,4,17,0,0,1,2
Next_4897,3,0,0,0,19,0,0,1,9
Next_4898,3,7,133.98,1,4,1,0,0,5
Next_4899,1,1,49.49,0,2,0,0,0,4
Next_4900,2,0,0,6,23,0,0,1,7
Next_4901,3,3,69.99,3,22,1,0,1,3
Next_4902,2,1,50.99,6,15,0,0,1,2
Next_4903,1,0,0,3,5,1,0,0,5
Next_4904,1,2,68.99,6,1,1,0,0,2
Next_4905,2,3,64.99,7,2,0,0,0,4
Next_4906,3,1,58.99,7,12,0,0,1,8
Next_4907,2,0,0,4,8,0,0,0,2
Next_4908,1,2,121.98,1,11,0,1,0,10
Next_4909,3,0,0,1,19,0,0,1,6
Next_4910,5,2,64.99,1,20,0,0,1,3
Next_4911,4,0,0,6,15,0,0,1,3
Next_4912,2,2,65.99,0,4,0,0,0,1
Next_4913,1,2,217.96,4,13,0,1,0,3
Next_4914,3,3,66.99,4,24,0,0,1,1
Next_4915,1,0,0,1,26,0,0,1,6
Next_4916,4,0,0,5,15,0,0,0,3
Next_4917,3,3,57.49,1,5,0,0,0,1
Next_4918,2,2,43.99,5,17,0,0,0,3
Next_4919,1,3,50.99,4,17,0,0,1,7
Next_4920,1,5,52.99,1,16,0,0,1,6
Next_4921,1,3,191.97,1,10,0,1,0,3
Next_4922,1,0,0,7,2,1,1,0,3
Next_4923,3,1,65.49,3,20,0,0,1,6
Next_4924,1,2,110.98,6,6,1,1,0,3
Next_4925,2,0,0,0,20,0,0,1,2
Next_4926,1,0,0,7,9,0,0,1,7
Next_4927,2,1,122.97,4,9,0,0,0,2
Next_4928,3,0,0,4,10,0,0,0,6
Next_4929,2,0,0,5,20,0,0,1,8
Next_4930,1,2,124.98,1,17,0,1,1,3
Next_4931,3,2,190.47,4,11,0,0,1,1
Next_4932,1,1,63.99,0,10,0,1,0,10
Next_4933,1,1,176.97,4,17,0,0,1,1
Next_4934,3,3,54.49,7,16,1,0,1,10
Next_4935,1,2,219.96,7,2,0,1,0,10
Next_4936,2,0,0,5,16,0,0,0,4
Next_4937,1,0,0,7,26,1,1,1,7
Next_4938,3,3,121.98,0,25,0,0,1,6
Next_4939,4,0,0,5,10,0,0,1,7
Next_4940,4,1,83.49,0,11,0,0,1,5
Next_4941,3,8,53.49,0,2,1,0,0,9
Next_4942,1,1,67.99,1,4,1,1,0,3
Next_4943,4,3,50.99,2,2,0,0,0,8
Next_4944,1,4,137.97,5,22,0,0,1,3
Next_4945,1,2,48.49,0,15,0,0,1,1
Next_4946,1,2,120.98,6,4,0,0,0,4
Next_4947,1,2,45.99,5,11,0,1,1,7
Next_4948,3,4,197.97,6,18,1,0,1,1
Next_4949,2,0,0,5,9,0,0,0,5
Next_4950,1,6,66.99,2,17,0,0,1,7
Next_4951,2,1,118.98,0,6,0,0,0,4
Next_4952,3,6,63.99,1,15,1,0,1,2
Next_4953,1,4,58.49,0,22,0,1,0,7
Next_4954,3,6,74.99,0,20,0,0,1,5
Next_4955,3,4,44.99,4,4,0,0,0,2
Next_4956,1,3,124.98,6,1,0,0,0,7
Next_4957,3,1,78.49,2,19,1,0,1,4
Next_4958,3,4,63.49,2,10,0,0,1,2
Next_4959,4,2,77.99,4,14,0,0,0,1
Next_4960,3,2,57.99,1,20,0,0,1,7
Next_4961,1,4,63.99,7,19,0,0,1,3
Next_4962,1,2,62.99,1,20,1,0,1,3
Next_4963,3,8,54.99,6,1,0,0,0,2
Next_4964,1,1,127.98,6,15,1,0,1,5
Next_4965,1,1,72.99,1,9,0,0,1,4
Next_4966,1,0,0,3,2,0,0,0,2
Next_4967,3,11,82.99,1,15,0,0,1,1
Next_4968,4,9,80.99,5,14,0,0,0,2
Next_4969,1,1,57.49,1,3,0,1,0,3
Next_4970,1,1,107.98,1,21,0,1,1,7
Next_4971,3,0,0,5,13,0,0,1,3
Next_4972,3,0,0,5,16,1,0,0,1
Next_4973,2,7,33.99,4,18,0,1,1,7
Next_4974,1,2,48.49,0,3,1,0,0,9
Next_4975,1,2,132.98,7,27,1,0,1,4
Next_4976,3,0,0,6,2,0,0,0,3
Next_4977,1,1,140.97,5,25,0,1,1,7
Next_4978,2,4,68.99,6,18,0,0,1,1
Next_4979,4,5,59.99,2,3,1,1,0,7
Next_4980,5,3,57.49,3,15,1,0,0,2
Next_4981,3,5,65.49,1,24,0,0,1,8
Next_4982,2,0,0,4,9,0,0,0,4
Next_4983,3,0,0,0,12,0,0,0,2
Next_4984,1,1,170.97,1,7,0,1,0,7
Next_4985,1,6,58.49,5,16,0,1,1,3
Next_4986,3,0,0,1,9,0,0,0,2
Next_4987,1,2,54.99,5,19,1,0,1,8
Next_4988,1,3,46.99,2,11,0,0,0,1
Next_4989,2,1,66.49,1,7,0,0,1,4
Next_4990,5,2,54.99,1,12,0,0,1,4
Next_4991,2,4,60.99,5,17,0,0,1,3
Next_4992,2,3,137.98,7,23,1,0,1,1
Next_4993,3,0,0,4,20,0,0,1,2
Next_4994,2,0,0,0,23,0,0,0,5
Next_4995,3,1,64.99,1,13,0,0,1,3
Next_4996,1,3,139.98,4,13,0,1,1,3
Next_4997,1,0,0,0,19,0,0,1,3
Next_4998,3,6,72.99,4,21,0,0,1,2
Next_4999,3,2,53.99,2,8,1,0,1,2
Next_5000,1,0,0,1,11,0,1,0,7
Next_5001,3,0,0,4,24,0,0,1,4
Next_5002,1,12,59.99,7,10,1,0,0,4
Next_5003,2,1,69.49,4,13,1,0,0,7
Next_5004,1,2,119.98,2,12,1,0,0,6
Next_5005,2,0,0,7,15,0,0,0,1
Next_5006,3,3,72.49,1,15,0,0,1,6
Next_5007,1,3,82.99,6,6,0,1,1,7
Next_5008,3,0,0,2,16,0,0,1,5
Next_5009,1,0,0,6,10,1,0,0,4
Next_5010,3,0,0,7,18,0,0,1,9
Next_5011,3,1,214.47,3,21,0,0,1,1
Next_5012,3,2,61.49,2,17,0,0,1,1
Next_5013,3,2,72.99,6,24,0,0,1,3
Next_5014,3,0,0,6,11,1,0,0,4
Next_5015,1,2,60.99,0,12,0,1,1,3
Next_5016,1,0,0,1,18,1,0,1,1
Next_5017,3,0,0,5,25,1,0,1,7
Next_5018,1,1,80.49,4,33,0,1,1,3
Next_5019,3,1,55.49,4,12,1,0,0,4
Next_5020,1,2,133.98,5,20,0,0,1,3
Next_5021,1,6,53.49,7,9,1,0,1,3
Next_5022,3,0,0,1,16,0,0,1,4
Next_5023,1,0,0,6,10,0,0,0,9
Next_5024,3,0,0,1,17,0,0,1,10
Next_5025,1,2,67.99,3,18,0,0,1,7
Next_5026,3,3,73.49,4,29,1,0,1,4
Next_5027,2,3,53.49,2,10,1,0,0,2
Next_5028,3,1,107.98,6,21,0,0,1,7
Next_5029,1,0,0,4,20,1,1,1,10
Next_5030,2,6,50.99,1,18,0,1,1,7
Next_5031,1,2,55.99,0,15,1,0,0,4
Next_5032,2,6,59.99,2,2,1,0,0,8
Next_5033,2,0,0,7,14,1,0,1,5
Next_5034,1,1,40.99,4,13,0,1,1,3
Next_5035,1,2,56.99,6,17,0,1,0,10
Next_5036,3,1,62.99,4,15,0,0,1,3
Next_5037,1,3,182.97,1,13,1,0,0,7
Next_5038,1,3,58.99,4,12,0,0,1,2
Next_5039,1,6,58.49,6,11,0,0,1,4
Next_5040,3,0,0,4,11,1,0,0,8
Next_5041,1,2,65.99,4,13,0,0,1,4
Next_5042,2,4,157.98,2,6,0,0,0,3
Next_5043,2,0,0,3,26,1,0,1,3
Next_5044,1,5,73.49,4,10,0,0,0,5
Next_5045,1,2,74.99,0,12,0,0,0,1
Next_5046,1,2,117.98,0,14,0,1,1,7
Next_5047,1,8,52.49,1,7,0,0,1,5
Next_5048,1,0,0,4,13,1,0,0,5
Next_5049,2,10,57.99,1,5,0,0,0,10
Next_5050,1,2,64.99,0,22,0,1,1,10
Next_5051,3,4,48.99,5,16,0,0,1,3
Next_5052,1,0,0,3,20,0,1,1,3
Next_5053,3,0,0,7,28,0,0,1,4
Next_5054,1,2,65.49,1,14,1,0,0,2
Next_5055,3,1,67.99,3,14,0,0,0,9
Next_5056,5,0,0,6,6,1,0,0,4
Next_5057,1,3,60.99,2,9,1,1,0,3
Next_5058,1,0,0,4,3,1,0,0,1
Next_5059,1,0,0,0,15,0,1,1,3
Next_5060,2,1,72.99,1,5,0,0,0,3
Next_5061,1,6,63.49,2,26,0,0,1,2
Next_5062,1,0,0,0,3,1,1,0,3
Next_5063,1,0,0,7,17,0,0,1,1
Next_5064,3,0,0,5,14,1,0,0,3
Next_5065,2,4,55.99,5,15,1,0,0,8
Next_5066,1,0,0,4,17,0,0,1,1
Next_5067,3,3,49.49,2,25,0,0,1,1
Next_5068,3,2,68.49,3,18,1,0,1,3
Next_5069,3,3,146.98,2,14,0,0,1,1
Next_5070,3,1,78.99,0,12,0,0,0,6
Next_5071,3,2,55.99,2,14,0,0,1,4
Next_5072,3,1,111.98,2,26,0,0,1,4
Next_5073,1,0,0,2,2,0,0,0,9
Next_5074,3,3,48.99,1,18,1,0,1,3
Next_5075,3,1,49.99,1,13,0,0,1,7
Next_5076,1,1,60.99,5,8,0,1,0,3
Next_5077,2,0,0,0,13,1,1,0,10
Next_5078,1,2,59.99,2,11,1,0,0,8
Next_5079,1,3,63.99,6,6,0,1,0,3
