id,trans_after,revenue_after,channel_acq,test_coupon,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
AB_1672,0,0,3,0,1,55.49,6,19,0
AB_1673,0,0,1,0,0,0,1,19,1
AB_1674,0,0,1,0,2,97.98,5,26,0
AB_1675,0,0,1,1,6,95.98,1,18,0
AB_1676,0,0,3,1,0,0,0,2,0
AB_1677,0,0,1,0,0,0,0,18,0
AB_1678,0,0,3,0,0,0,0,15,0
AB_1679,0,0,1,0,3,73.99,4,4,1
AB_1680,0,0,2,0,4,45.99,6,8,0
AB_1681,0,0,2,0,2,54.49,5,19,0
AB_1682,0,0,3,0,1,78.99,5,18,0
AB_1683,0,0,1,1,2,48.99,6,1,0
AB_1684,0,0,1,0,3,123.98,6,16,0
AB_1685,0,0,3,1,0,0,2,5,0
AB_1686,0,0,3,0,1,132.98,4,9,0
AB_1687,1,50.99,2,0,3,101.98,3,16,1
AB_1688,0,0,3,1,0,0,2,14,1
AB_1689,0,0,2,0,0,0,6,12,0
AB_1690,0,0,3,0,0,0,0,19,0
AB_1691,0,0,1,0,1,125.98,2,17,0
AB_1692,0,0,1,1,8,42.49,7,16,0
AB_1693,0,0,3,1,2,54.99,0,15,0
AB_1694,0,0,2,1,0,0,2,19,0
AB_1695,0,0,1,1,5,279.96,5,13,0
AB_1696,0,0,2,1,0,0,6,7,0
AB_1697,1,62.49,3,0,4,124.98,0,25,0
AB_1698,0,0,1,1,1,62.99,4,2,0
AB_1699,0,0,5,0,3,50.49,6,20,0
AB_1700,0,0,1,0,1,68.99,5,19,0
AB_1701,0,0,1,1,3,72.99,1,8,1
AB_1702,0,0,1,0,0,0,1,13,0
AB_1703,0,0,1,1,0,0,4,16,0
AB_1704,0,0,1,1,12,64.49,1,12,0
AB_1705,0,0,1,1,1,141.98,0,19,1
AB_1706,0,0,2,1,4,63.49,2,10,1
AB_1707,0,0,5,1,1,251.96,0,9,0
AB_1708,0,0,1,0,0,0,6,16,0
AB_1709,0,0,3,1,0,0,5,4,0
AB_1710,0,0,3,0,1,194.97,4,2,1
AB_1711,0,0,3,0,3,50.99,2,21,0
AB_1712,0,0,2,1,2,47.99,5,5,0
AB_1713,1,50.99,3,0,8,152.97,4,15,1
AB_1714,0,0,3,0,0,0,1,3,0
AB_1715,0,0,3,1,3,41.49,1,12,0
AB_1716,0,0,1,1,0,0,4,10,1
AB_1717,0,0,1,0,2,72.99,3,14,1
AB_1718,0,0,3,0,4,52.49,6,13,0
AB_1719,0,0,1,0,0,0,4,9,1
AB_1720,0,0,3,0,0,0,0,10,1
AB_1721,0,0,1,1,2,59.99,2,13,0
AB_1722,0,0,2,0,0,0,6,13,0
AB_1723,0,0,1,0,1,59.49,1,8,1
AB_1724,0,0,3,0,0,0,3,4,0
AB_1725,0,0,1,0,0,0,3,24,0
AB_1726,0,0,2,1,3,46.99,4,12,1
AB_1727,0,0,3,0,1,72.99,5,7,0
AB_1728,0,0,1,0,2,179.98,2,22,0
AB_1729,0,0,1,0,6,64.99,4,6,1
AB_1730,0,0,2,0,0,0,6,10,0
AB_1731,0,0,1,0,0,0,4,21,0
AB_1732,0,0,1,1,8,259.96,5,13,0
AB_1733,0,0,2,0,2,32.99,4,1,0
AB_1734,0,0,1,0,3,59.99,2,17,0
AB_1735,0,0,5,1,3,188.97,3,12,1
AB_1736,0,0,1,0,1,100.98,5,5,1
AB_1737,0,0,3,0,2,50.99,6,19,0
AB_1738,0,0,1,0,5,56.99,5,20,1
AB_1739,0,0,2,0,0,0,2,12,1
AB_1740,0,0,2,0,3,70.99,2,16,0
AB_1741,0,0,3,0,0,0,2,19,0
AB_1742,0,0,1,0,0,0,0,21,0
AB_1743,0,0,1,1,0,0,5,15,0
AB_1744,0,0,3,0,1,49.49,4,5,1
AB_1745,0,0,2,1,4,68.99,2,20,0
AB_1746,0,0,1,1,0,0,2,13,0
AB_1747,0,0,2,0,1,99.98,6,21,0
AB_1748,1,55.992,3,1,3,69.99,5,10,1
AB_1749,0,0,1,1,5,66.99,2,3,0
AB_1750,0,0,1,0,0,0,2,7,0
AB_1751,1,49.592,3,1,1,61.99,5,14,1
AB_1752,1,68.792,2,1,2,343.96,4,1,1
AB_1753,0,0,3,1,2,127.98,6,11,0
AB_1754,0,0,1,0,4,88.99,0,1,0
AB_1755,2,85.98,2,0,9,85.98,0,15,1
AB_1756,0,0,2,1,2,70.99,0,25,0
AB_1757,3,151.176,3,1,2,62.99,7,16,1
AB_1758,0,0,2,1,0,0,5,21,0
AB_1759,0,0,1,0,0,0,6,26,0
AB_1760,0,0,1,0,1,202.47,0,14,0
AB_1761,0,0,5,0,1,67.99,1,11,1
AB_1762,0,0,3,0,3,68.49,1,1,1
AB_1763,0,0,3,0,7,60.99,6,20,0
AB_1764,0,0,1,1,2,102.98,3,17,0
AB_1765,0,0,3,0,0,0,2,21,0
AB_1766,0,0,1,1,1,109.98,2,1,0
AB_1767,0,0,1,0,3,62.99,6,4,0
AB_1768,2,127.98,2,0,6,63.99,0,25,0
AB_1769,0,0,3,0,5,122.98,2,21,0
AB_1770,0,0,1,0,0,0,1,14,1
AB_1771,0,0,2,0,4,171.98,7,15,0
AB_1772,0,0,2,1,3,199.47,6,17,0
AB_1773,1,53.99,3,0,2,53.99,2,25,1
AB_1774,0,0,1,0,2,149.97,5,2,0
AB_1775,0,0,3,0,0,0,1,17,0
AB_1776,0,0,1,1,0,0,0,5,0
AB_1777,0,0,1,1,0,0,0,10,0
AB_1778,0,0,3,1,2,69.99,0,1,1
AB_1779,0,0,1,0,0,0,1,14,0
AB_1780,0,0,2,1,2,83.99,4,17,0
AB_1781,0,0,1,1,2,54.49,2,12,1
AB_1782,0,0,1,0,0,0,3,7,0
AB_1783,1,64.99,1,0,5,64.99,2,21,1
AB_1784,0,0,2,0,2,55.99,0,15,0
AB_1785,1,77.99,4,0,4,77.99,5,11,0
AB_1786,0,0,1,0,1,111.98,6,4,1
AB_1787,0,0,1,1,11,130.98,5,17,0
AB_1788,0,0,3,1,0,0,4,17,0
AB_1789,0,0,2,0,0,0,1,10,0
AB_1790,0,0,2,1,2,197.97,0,13,1
AB_1791,0,0,1,0,3,79.49,7,18,0
AB_1792,0,0,1,1,7,72.99,2,12,0
AB_1793,0,0,1,1,2,37.49,2,29,0
AB_1794,0,0,3,1,0,0,1,18,0
AB_1795,0,0,3,1,5,71.99,6,14,0
AB_1796,0,0,3,1,6,47.49,5,23,0
AB_1797,0,0,1,1,1,170.97,4,12,0
AB_1798,0,0,4,0,2,54.99,2,23,1
AB_1799,0,0,3,0,0,0,4,19,0
AB_1800,0,0,3,1,2,137.98,4,19,0
AB_1801,0,0,1,1,4,77.99,1,14,0
AB_1802,1,55.99,1,0,2,55.99,0,19,0
AB_1803,0,0,3,1,4,55.99,5,12,0
AB_1804,0,0,2,1,3,74.49,5,17,0
AB_1805,0,0,1,0,2,118.98,1,6,0
AB_1806,0,0,5,0,0,0,3,9,1
AB_1807,0,0,1,1,0,0,6,6,0
AB_1808,1,66.99,2,0,0,0,0,19,0
AB_1809,0,0,1,1,1,94.98,1,23,0
AB_1810,0,0,1,1,1,101.98,0,5,0
AB_1811,0,0,2,0,0,0,0,15,1
AB_1812,0,0,2,0,1,60.49,7,14,0
AB_1813,0,0,4,1,0,0,4,21,1
AB_1814,0,0,3,0,0,0,5,16,0
AB_1815,0,0,3,0,2,60.99,4,8,1
AB_1816,0,0,1,1,0,0,2,12,0
AB_1817,0,0,1,1,0,0,5,27,0
AB_1818,0,0,1,0,0,0,0,1,1
AB_1819,0,0,3,0,2,211.47,6,16,1
AB_1820,1,63.992,3,1,0,0,3,11,1
AB_1821,0,0,1,1,1,215.97,2,17,1
AB_1822,0,0,4,1,2,60.49,5,13,0
AB_1823,0,0,4,0,13,62.99,6,14,0
AB_1824,0,0,2,1,5,51.49,0,1,1
AB_1825,0,0,1,1,0,0,0,3,1
AB_1826,0,0,1,1,2,143.98,4,10,0
AB_1827,0,0,2,1,10,68.99,0,11,0
AB_1828,1,44.792,3,1,1,55.99,5,26,1
AB_1829,0,0,1,0,0,0,0,20,0
AB_1830,0,0,3,1,5,46.99,6,22,0
AB_1831,0,0,2,0,2,55.99,2,10,1
AB_1832,0,0,3,0,3,62.99,4,26,0
AB_1833,0,0,1,1,4,53.49,2,13,0
AB_1834,0,0,3,0,0,0,2,16,0
AB_1835,0,0,1,1,5,56.49,5,4,0
AB_1836,0,0,3,0,0,0,4,22,0
AB_1837,0,0,1,0,4,69.49,5,3,0
AB_1838,0,0,1,1,2,60.99,1,3,1
AB_1839,0,0,1,1,1,70.99,3,19,1
AB_1840,0,0,1,1,3,50.99,2,9,0
AB_1841,0,0,1,1,3,64.99,3,1,1
AB_1842,0,0,3,0,2,50.99,1,15,1
AB_1843,0,0,1,0,1,45.99,4,16,1
AB_1844,1,51.99,3,0,7,51.99,5,14,0
AB_1845,0,0,3,1,9,67.99,0,20,0
AB_1846,1,56.99,3,0,3,56.99,3,21,0
AB_1847,0,0,2,1,1,54.49,3,21,1
AB_1848,0,0,1,0,1,109.98,3,15,1
AB_1849,0,0,3,0,8,62.99,2,16,0
AB_1850,0,0,2,1,1,62.99,1,6,0
AB_1851,0,0,3,1,0,0,5,2,0
AB_1852,0,0,3,0,7,125.98,1,13,0
AB_1853,1,54.392,3,1,6,67.99,6,21,0
AB_1854,0,0,3,0,1,146.97,4,19,0
AB_1855,0,0,1,1,0,0,3,14,0
AB_1856,0,0,2,0,7,69.99,2,16,0
AB_1857,0,0,4,1,1,55.99,4,14,1
AB_1858,0,0,3,1,2,60.99,1,17,0
AB_1859,0,0,2,0,1,50.99,3,7,0
AB_1860,0,0,3,0,13,63.49,5,12,1
AB_1861,0,0,2,1,5,65.49,7,3,0
AB_1862,0,0,1,0,4,71.99,5,16,0
AB_1863,1,71.192,3,1,0,0,3,1,0
AB_1864,1,43.992,1,1,14,54.99,5,11,0
AB_1865,1,34.392,3,1,0,0,6,14,1
AB_1866,0,0,3,0,3,82.99,4,18,0
AB_1867,1,43.192,3,1,1,53.99,5,13,1
AB_1868,2,125.98,3,0,4,62.99,6,21,1
AB_1869,0,0,1,1,0,0,4,4,0
AB_1870,1,36.392,2,1,1,45.49,3,20,0
AB_1871,0,0,1,1,0,0,5,12,0
AB_1872,0,0,1,0,3,123.98,4,14,0
AB_1873,0,0,1,1,1,67.99,4,19,0
AB_1874,0,0,3,1,0,0,5,19,1
AB_1875,0,0,3,1,9,107.98,0,23,1
AB_1876,0,0,1,0,0,0,5,21,0
AB_1877,0,0,3,1,0,0,2,15,0
AB_1878,0,0,1,0,0,0,2,3,1
AB_1879,0,0,1,1,3,72.49,5,22,0
AB_1880,0,0,3,1,0,0,7,19,0
AB_1881,0,0,1,1,3,52.99,0,21,1
AB_1882,0,0,3,0,10,55.99,5,17,1
AB_1883,2,71.184,3,1,0,0,1,18,0
AB_1884,0,0,1,0,1,62.49,0,12,0
AB_1885,1,58.392,2,1,0,0,1,19,1
AB_1886,0,0,3,1,0,0,5,14,0
AB_1887,0,0,1,1,2,65.49,5,21,0
AB_1888,0,0,3,0,5,48.99,5,18,0
AB_1889,0,0,1,0,4,70.49,6,19,0
AB_1890,0,0,1,1,10,49.49,5,14,0
AB_1891,0,0,1,1,8,55.99,4,5,0
AB_1892,0,0,2,0,1,62.99,4,3,0
AB_1893,0,0,1,0,1,60.99,4,24,0
AB_1894,0,0,3,1,0,0,0,15,1
AB_1895,0,0,1,1,3,137.98,4,25,0
AB_1896,0,0,2,1,2,58.99,2,12,1
AB_1897,0,0,2,0,0,0,2,9,0
AB_1898,0,0,3,0,0,0,5,7,1
AB_1899,0,0,1,0,1,64.99,4,18,0
AB_1900,0,0,4,0,0,0,4,16,0
AB_1901,0,0,3,0,0,0,3,5,0
AB_1902,0,0,1,1,1,65.99,5,24,1
AB_1903,0,0,1,1,1,63.99,7,5,0
AB_1904,0,0,3,1,2,54.99,1,18,0
AB_1905,0,0,1,0,1,54.49,5,2,1
AB_1906,0,0,4,1,0,0,3,17,0
AB_1907,0,0,3,0,1,67.49,3,12,0
AB_1908,0,0,1,1,6,68.49,4,16,0
AB_1909,0,0,1,1,0,0,2,20,0
AB_1910,1,67.49,1,0,2,67.49,0,13,1
AB_1911,0,0,1,0,1,67.49,5,15,1
AB_1912,1,57.99,1,0,4,57.99,4,12,0
AB_1913,0,0,1,0,0,0,1,18,0
AB_1914,1,42.392,4,1,2,52.99,4,22,0
AB_1915,0,0,1,1,0,0,6,8,0
AB_1916,0,0,1,1,0,0,2,16,1
AB_1917,0,0,2,1,2,54.49,2,23,0
AB_1918,0,0,1,1,0,0,3,3,1
AB_1919,0,0,3,1,2,72.99,4,20,0
AB_1920,0,0,4,1,0,0,5,9,0
AB_1921,0,0,2,0,1,68.49,6,11,0
AB_1922,1,49.99,3,0,3,99.98,5,17,0
AB_1923,0,0,1,0,2,108.98,2,23,0
AB_1924,0,0,3,0,1,66.49,7,20,0
AB_1925,0,0,2,1,6,115.98,6,21,0
AB_1926,0,0,1,1,3,85.99,3,8,1
AB_1927,0,0,2,1,0,0,4,3,0
AB_1928,0,0,3,1,0,0,6,21,0
AB_1929,0,0,3,1,5,48.49,1,25,0
AB_1930,0,0,2,1,10,52.49,5,16,0
AB_1931,0,0,1,1,3,66.99,2,13,0
AB_1932,0,0,1,1,5,66.99,1,25,0
AB_1933,0,0,5,1,3,73.49,4,19,0
AB_1934,3,197.97,5,0,10,65.99,1,17,0
AB_1935,0,0,1,1,2,47.99,0,11,1
AB_1936,0,0,3,0,3,50.49,6,10,0
AB_1937,0,0,3,1,0,0,5,4,0
AB_1938,0,0,1,1,0,0,6,12,0
AB_1939,0,0,2,1,3,78.99,5,7,0
AB_1940,0,0,1,1,10,63.99,5,21,0
AB_1941,0,0,1,1,1,64.99,7,3,1
AB_1942,0,0,1,0,1,41.99,2,10,1
AB_1943,0,0,3,1,0,0,0,30,0
AB_1944,0,0,4,0,0,0,3,18,0
AB_1945,0,0,3,1,1,307.96,5,10,1
AB_1946,0,0,1,1,1,60.99,5,15,1
AB_1947,0,0,1,0,1,67.99,1,11,0
AB_1948,1,64.99,4,0,0,0,6,25,1
AB_1949,0,0,3,1,6,62.99,6,15,0
AB_1950,0,0,3,1,6,38.99,4,29,0
AB_1951,0,0,1,0,9,109.98,0,24,0
AB_1952,0,0,3,1,3,76.99,0,1,1
AB_1953,1,67.99,2,0,0,0,1,17,0
AB_1954,0,0,1,1,0,0,6,19,0
AB_1955,0,0,3,1,0,0,4,14,0
AB_1956,0,0,2,0,1,60.99,2,3,0
AB_1957,0,0,2,1,4,49.99,0,18,0
AB_1958,0,0,1,0,0,0,7,21,0
AB_1959,0,0,3,1,0,0,1,14,0
AB_1960,0,0,4,0,4,93.98,6,5,0
AB_1961,0,0,2,1,1,64.99,2,14,0
AB_1962,0,0,3,1,2,150.98,4,16,0
AB_1963,0,0,1,1,2,61.99,0,22,0
AB_1964,0,0,2,0,0,0,4,8,1
AB_1965,0,0,2,1,0,0,1,5,1
AB_1966,0,0,1,1,4,64.49,5,25,0
AB_1967,1,53.49,3,0,6,53.49,6,11,1
AB_1968,0,0,1,1,0,0,0,13,0
AB_1969,0,0,3,1,0,0,4,21,0
AB_1970,0,0,1,1,0,0,0,9,0
AB_1971,0,0,2,1,0,0,0,17,0
AB_1972,0,0,3,0,0,0,3,10,0
AB_1973,0,0,1,0,0,0,4,19,0
AB_1974,0,0,3,1,1,66.99,3,12,0
AB_1975,0,0,3,0,3,57.99,2,24,0
AB_1976,0,0,3,1,0,0,0,5,0
AB_1977,0,0,1,0,4,64.49,0,27,0
AB_1978,0,0,1,0,1,136.98,3,29,0
AB_1979,0,0,1,1,5,59.49,5,17,1
AB_1980,0,0,3,0,3,50.49,1,23,0
AB_1981,0,0,4,0,4,59.99,4,11,1
AB_1982,1,53.49,2,0,2,53.49,3,22,0
AB_1983,0,0,1,1,5,71.49,0,20,0
AB_1984,0,0,2,1,3,80.99,6,17,1
AB_1985,0,0,1,0,1,45.99,6,17,1
AB_1986,1,53.99,1,0,2,53.99,1,15,1
AB_1987,0,0,1,0,5,46.99,2,11,1
AB_1988,0,0,2,1,0,0,4,18,0
AB_1989,0,0,3,0,1,51.99,4,20,0
AB_1990,0,0,2,0,2,62.49,4,15,0
AB_1991,0,0,3,0,3,74.49,0,17,0
AB_1992,0,0,2,0,0,0,2,27,0
AB_1993,0,0,3,1,0,0,3,14,0
AB_1994,0,0,3,0,1,54.99,2,12,1
AB_1995,1,54.392,2,1,7,67.99,6,24,0
AB_1996,0,0,1,0,3,109.98,1,11,1
AB_1997,0,0,2,1,1,178.98,2,18,0
AB_1998,0,0,1,1,2,103.98,4,16,0
AB_1999,0,0,1,1,1,66.99,1,15,0
AB_2000,0,0,1,1,3,175.98,0,2,0
AB_2001,0,0,1,0,4,115.98,1,13,0
AB_2002,0,0,1,1,0,0,4,21,1
AB_2003,0,0,3,0,1,118.98,0,9,0
AB_2004,0,0,3,1,0,0,1,3,0
AB_2005,0,0,4,1,0,0,0,14,0
AB_2006,2,110.384,3,1,2,68.99,0,16,1
AB_2007,3,160.776,2,1,6,66.99,0,4,1
AB_2008,0,0,2,1,5,60.99,1,19,0
AB_2009,0,0,1,0,1,58.49,4,8,1
AB_2010,1,48.792,3,1,4,60.99,5,15,1
AB_2011,0,0,3,1,1,57.99,0,16,0
AB_2012,0,0,2,0,3,117.98,5,7,0
AB_2013,0,0,2,1,0,0,3,13,0
AB_2014,0,0,3,0,0,0,5,16,0
AB_2015,0,0,1,0,1,49.99,5,22,1
AB_2016,1,54.392,2,1,2,135.98,5,13,1
AB_2017,0,0,3,1,7,65.49,4,3,0
AB_2018,1,46.392,2,1,0,0,4,22,0
AB_2019,0,0,1,1,0,0,0,19,0
AB_2020,0,0,1,1,4,58.99,5,13,0
AB_2021,0,0,3,1,0,0,7,19,0
AB_2022,0,0,3,1,0,0,7,11,1
AB_2023,0,0,1,0,0,0,7,24,0
AB_2024,0,0,3,0,0,0,4,17,0
AB_2025,0,0,1,0,6,103.98,6,24,1
AB_2026,0,0,3,0,0,0,1,4,0
AB_2027,0,0,2,1,0,0,0,2,0
AB_2028,0,0,2,0,0,0,4,21,1
AB_2029,0,0,4,1,0,0,1,19,0
AB_2030,0,0,3,1,2,53.99,2,12,1
AB_2031,1,51.99,2,0,0,0,0,1,1
AB_2032,0,0,1,1,1,137.97,2,13,0
AB_2033,0,0,2,0,0,0,4,1,1
AB_2034,1,52.792,2,1,1,65.99,1,21,1
AB_2035,0,0,1,1,1,57.99,4,1,0
AB_2036,0,0,1,0,1,125.98,5,1,1
AB_2037,0,0,1,0,1,129.98,5,17,1
AB_2038,0,0,3,0,2,212.97,0,17,1
AB_2039,0,0,1,1,8,57.99,5,14,0
AB_2040,0,0,3,0,2,76.99,3,19,0
AB_2041,0,0,3,1,4,74.49,3,20,0
AB_2042,2,114.98,3,0,12,57.49,6,27,0
AB_2043,0,0,2,1,5,123.98,5,2,1
AB_2044,0,0,1,0,0,0,2,2,1
AB_2045,0,0,2,0,4,203.97,3,28,0
AB_2046,0,0,3,0,1,66.99,4,13,0
AB_2047,0,0,1,1,2,51.49,2,7,0
AB_2048,0,0,3,1,0,0,6,21,0
AB_2049,0,0,3,1,1,62.49,6,13,1
AB_2050,0,0,1,0,9,51.49,0,9,0
AB_2051,0,0,1,0,0,0,4,7,1
AB_2052,1,71.49,3,0,1,214.47,7,20,0
AB_2053,0,0,3,1,1,64.99,3,11,0
AB_2054,0,0,1,1,0,0,0,16,0
AB_2055,0,0,1,1,2,68.99,6,18,0
AB_2056,1,48.49,2,0,7,48.49,6,18,1
AB_2057,0,0,1,1,0,0,5,18,0
AB_2058,0,0,3,1,4,53.49,2,7,0
AB_2059,0,0,3,1,5,65.49,6,12,0
AB_2060,1,41.592,1,1,16,103.98,2,28,0
AB_2061,0,0,1,1,1,117.98,4,9,1
AB_2062,0,0,1,1,1,54.99,1,10,1
AB_2063,0,0,2,1,4,63.99,5,13,1
AB_2064,0,0,3,1,1,57.99,5,1,0
AB_2065,0,0,1,0,0,0,3,5,0
AB_2066,0,0,1,0,3,53.99,4,4,1
AB_2067,0,0,1,1,0,0,6,17,1
AB_2068,0,0,3,1,1,65.99,6,21,1
AB_2069,0,0,2,1,0,0,4,4,1
AB_2070,0,0,3,1,3,64.99,5,10,1
AB_2071,0,0,4,0,0,0,1,24,0
AB_2072,0,0,1,0,0,0,2,9,0
AB_2073,0,0,1,1,8,62.49,6,11,0
AB_2074,0,0,1,1,6,60.99,5,9,1
AB_2075,3,214.47,2,0,6,71.49,1,14,1
AB_2076,1,92.99,2,0,4,92.99,6,7,0
AB_2077,0,0,4,0,2,133.98,5,13,0
AB_2078,0,0,3,1,0,0,1,21,0
AB_2079,0,0,1,0,3,55.99,6,14,0
AB_2080,0,0,1,0,1,112.98,3,16,0
AB_2081,0,0,2,1,2,79.98,0,20,0
AB_2082,0,0,1,0,6,170.97,3,1,0
AB_2083,0,0,1,1,2,115.98,0,22,0
AB_2084,1,45.192,2,1,0,0,4,6,1
AB_2085,0,0,4,1,2,55.49,2,12,0
AB_2086,0,0,3,1,7,92.98,0,12,0
AB_2087,0,0,3,0,1,68.49,7,14,0
AB_2088,0,0,3,0,2,125.98,0,17,1
AB_2089,1,44.392,3,1,3,55.49,5,3,1
AB_2090,0,0,1,1,0,0,4,11,1
AB_2091,0,0,2,1,3,62.49,3,4,0
AB_2092,0,0,1,0,3,55.49,2,7,1
AB_2093,0,0,3,0,2,62.99,5,3,0
AB_2094,1,57.592,3,1,1,71.99,4,14,0
AB_2095,0,0,2,0,1,111.98,2,18,1
AB_2096,0,0,1,1,1,68.99,7,13,0
AB_2097,0,0,1,0,7,127.98,2,20,0
AB_2098,0,0,2,1,1,46.49,4,18,0
AB_2099,0,0,5,1,0,0,4,3,0
AB_2100,0,0,1,1,3,119.98,1,8,0
AB_2101,0,0,3,1,0,0,1,4,0
AB_2102,0,0,2,1,4,48.99,7,14,0
AB_2103,0,0,2,0,1,239.97,1,18,1
AB_2104,0,0,2,1,0,0,7,31,0
AB_2105,0,0,1,1,4,77.99,4,2,1
AB_2106,0,0,3,0,7,159.98,0,25,1
AB_2107,0,0,3,1,2,68.99,1,22,0
AB_2108,0,0,2,0,0,0,6,24,0
AB_2109,0,0,2,1,0,0,1,23,1
AB_2110,0,0,1,0,2,93.98,3,20,0
AB_2111,0,0,1,0,8,69.99,6,20,1
AB_2112,0,0,4,1,0,0,5,1,0
AB_2113,0,0,3,1,0,0,6,18,0
AB_2114,0,0,1,0,2,68.99,1,16,0
AB_2115,0,0,1,0,0,0,4,13,0
AB_2116,0,0,2,1,0,0,1,3,0
AB_2117,0,0,1,1,1,137.98,1,27,0
AB_2118,0,0,1,1,8,147.98,4,16,0
AB_2119,0,0,3,1,4,44.99,2,22,0
AB_2120,0,0,3,1,2,44.99,4,17,0
AB_2121,0,0,4,1,0,0,0,2,0
AB_2122,0,0,2,1,1,66.99,3,2,0
AB_2123,1,47.192,3,1,1,58.99,7,20,0
AB_2124,0,0,3,1,0,0,7,1,1
AB_2125,0,0,3,1,0,0,6,14,0
AB_2126,0,0,2,0,0,0,4,23,1
AB_2127,0,0,2,1,1,50.99,1,14,1
AB_2128,0,0,1,0,3,50.49,0,16,0
AB_2129,0,0,1,1,0,0,0,10,1
AB_2130,0,0,1,1,2,64.99,5,15,0
AB_2131,0,0,1,1,0,0,5,22,0
AB_2132,0,0,4,1,2,200.97,1,3,0
AB_2133,0,0,1,0,1,63.49,1,11,0
AB_2134,0,0,2,1,5,147.98,7,28,0
AB_2135,0,0,2,1,1,54.99,1,12,0
AB_2136,0,0,1,0,0,0,5,11,0
AB_2137,0,0,3,0,0,0,3,15,1
AB_2138,1,63.99,1,0,0,0,1,14,1
AB_2139,0,0,1,1,4,66.99,6,19,0
AB_2140,0,0,3,0,6,206.97,5,12,0
AB_2141,0,0,3,1,0,0,2,14,0
AB_2142,0,0,3,0,2,48.99,2,13,0
AB_2143,0,0,1,1,2,134.98,7,11,0
AB_2144,0,0,1,0,1,44.49,1,11,0
AB_2145,0,0,3,1,1,194.97,7,11,1
AB_2146,0,0,3,0,1,42.99,1,14,0
AB_2147,0,0,1,0,0,0,7,19,1
AB_2148,0,0,4,0,0,0,2,21,0
AB_2149,0,0,2,0,2,200.97,5,24,0
AB_2150,1,59.49,2,0,6,59.49,0,25,0
AB_2151,0,0,1,1,0,0,1,10,0
AB_2152,0,0,1,0,3,137.98,2,3,0
AB_2153,0,0,4,1,2,50.99,6,13,1
AB_2154,0,0,2,1,5,53.99,4,1,0
AB_2155,1,59.192,1,1,7,147.98,1,12,0
AB_2156,0,0,3,0,1,58.99,2,9,1
AB_2157,0,0,3,0,3,53.99,1,17,1
AB_2158,0,0,1,0,0,0,1,28,1
AB_2159,1,54.392,2,1,2,67.99,5,2,1
AB_2160,0,0,1,1,0,0,4,13,0
AB_2161,0,0,3,0,2,265.96,2,6,0
AB_2162,0,0,2,1,4,52.99,0,20,0
AB_2163,0,0,1,0,0,0,6,16,1
AB_2164,0,0,3,0,1,69.49,2,1,0
AB_2165,0,0,2,1,1,49.99,0,2,0
AB_2166,0,0,5,0,1,154.98,7,18,0
AB_2167,0,0,3,1,1,184.47,4,11,1
AB_2168,0,0,1,0,1,59.99,6,21,0
AB_2169,0,0,1,1,2,79.99,7,18,0
AB_2170,0,0,1,0,0,0,6,3,0
AB_2171,1,56.792,3,1,1,70.99,0,14,0
AB_2172,0,0,1,1,1,64.99,1,24,0
AB_2173,0,0,2,1,0,0,0,2,0
AB_2174,0,0,1,0,5,82.99,4,16,0
AB_2175,0,0,3,0,0,0,6,5,0
AB_2176,0,0,1,1,0,0,4,14,0
AB_2177,0,0,1,1,8,66.49,5,19,0
AB_2178,0,0,3,1,1,81.98,0,16,0
AB_2179,0,0,4,0,0,0,2,3,1
AB_2180,0,0,3,0,4,64.49,4,3,1
AB_2181,0,0,2,0,2,65.99,7,1,0
AB_2182,0,0,1,1,0,0,2,13,1
AB_2183,0,0,2,1,0,0,2,10,1
AB_2184,0,0,2,0,2,59.49,1,2,0
AB_2185,0,0,3,1,1,65.99,7,21,1
AB_2186,0,0,3,1,2,65.99,0,18,0
AB_2187,0,0,1,1,4,69.99,7,15,0
AB_2188,0,0,3,0,9,64.99,2,10,1
AB_2189,0,0,2,1,1,47.99,5,17,0
AB_2190,0,0,1,1,1,65.49,2,15,0
AB_2191,0,0,1,1,1,164.97,1,6,0
AB_2192,0,0,1,1,3,57.99,0,15,0
AB_2193,0,0,1,1,1,81.98,4,11,0
AB_2194,0,0,3,1,0,0,3,9,1
AB_2195,0,0,1,0,0,0,0,1,0
AB_2196,0,0,1,0,1,115.98,2,9,1
AB_2197,0,0,3,1,2,52.99,7,21,0
AB_2198,1,48.792,3,1,2,121.98,1,5,0
AB_2199,0,0,1,1,0,0,7,2,1
AB_2200,0,0,2,1,1,52.99,7,5,1
AB_2201,0,0,5,0,0,0,2,12,0
AB_2202,1,68.49,4,0,2,136.98,6,13,0
AB_2203,0,0,2,1,1,65.99,3,3,1
AB_2204,0,0,3,1,1,75.99,6,20,0
AB_2205,0,0,3,0,2,215.96,0,13,0
AB_2206,0,0,2,0,2,71.99,6,16,1
AB_2207,0,0,1,1,0,0,4,11,1
AB_2208,0,0,3,0,1,55.99,6,18,1
AB_2209,1,41.592,2,1,0,0,0,15,0
AB_2210,0,0,1,1,0,0,3,14,0
AB_2211,0,0,3,1,3,63.49,5,2,0
AB_2212,0,0,2,0,0,0,1,1,0
AB_2213,0,0,1,0,1,74.99,4,14,1
AB_2214,0,0,2,1,0,0,7,20,0
AB_2215,0,0,3,0,0,0,7,11,1
